Reviews,Mood
I had the honor of watching TDK during a screening and was completely blown away This isnt just the best Batman movie ever made this is one of the best movie ever made Everything in this film is excellent not one piece of annoyanceBale marvels as Bruce WayneBatman Ledger has made The Joker in to an iconic movie villain His performance belongs there at the top with Hopkins Lecter The Joker has finally been portrait properly on film he has earned his place between the big boys in movie villandom This is the true Joker every Batman fan knows loves and fears Ledger deserves any and every movie award known to man for this brilliant displayNolan has made his I will always be remembered movie this is the crownjewel in his portfolio Perfect directing perfect story perfect balance between action and drama everything is perfect Even if you hate Batman you will love this film If you dont then something beez wrongz with youz,Positive
This is the best superhero movie ever made If you like to watch superhero movies then you should definitely watch thisHowever I must say that this movie is much more than just a superhero movie If you dont like superhero movie but want to watch a good dramaaction movie then this is one of the best,Positive
"level of enjoyment

top tier  from start to finish The Dark Knight has you on the edge of your seat enjoying every minutelikelihood to recommend

highest recommendation  if you havent seen it watch it it is a masterpiece the downside likely to put all future Batman features to shamequality of acting

excellent  Bale is the gold standard Batman gruff tough aloof positively fueled by the tragedies of his dark past Ledger is the nightmare villain twisted evil unapologetic irrational completely void of a moral compassquality of writing

perfection  one of those movies you wish you could have a memory edit in order to watch again and againquality of intangibles

excellent  visual is on point dark gloomy Gotham perfect setting for a hero to operate and succeed from the shadows
very good  music and sound puts viewers in the mood and anticipating the next intense scene",Positive
The dark knight is the best movie I have ever seen in my life,Positive
The Dark Knight is an intensely powerful dramatic and compelling film but despite that Im not sure I really enjoyed it a great deal I saw it on the huge IMAX screen in London which has an ability to almost suck you into the action and make you feel a part of the film but at the same time various aspects of the film meant that I felt alienated from the characters and the plot Who is Batman and what do we really know about him After having watched the whole film all  hours of it Im not sure I could say What are his motives Does he really love Rachel  indeed does he have the capacity to love at all Again hints are given but the central character is so poorly developed that it makes it hard to really care about what happens to him or those around him My inability to empathise with the characters wasnt helped by the ridiculous number of subplots most of which are rushed or incomplete and the relentless pace at which the film moves from one to the other The film would have been so much better if it had stuck to a simpler storyline and developed the characters and themes within thatThe frenzied sequence of largely unrelated action setpieces whilst initially breathtaking ended up feeling dull and predictable What was lacking in between the explosions was anything resembling meaningful dialogue A few mumbled words from Batman and some inane musings from the Joker werent enough to keep the film goingAs such I left the film feeling somewhat exhausted at the bleak joyless violent world I had witnessed and disappointed that this muchhyped film just hadnt been as good as I was hoping it would be,Positive
Spectacular and entertaining but no more than that Batman Begins is way better This movie has nothing to add that movie andor original storyBe honest What do you remember about this movie a week after seeing it Just the Joker walking out the exploding hospital I guessNicely done but not Nolan proof Please dont make a third one Christopher youre still one of my favorite directorsSummary go see it for its spectacular actions and thats it Nothing more sorryThis is the required th line,Positive
I thought I was getting a clever comic book movie Instead I got a profound chilling introspection on good vs evil with allegorical references to God vs Satan good vs evil and socialpolitical and true life realities that made me cry as the credits rolled at just the powerful brilliant fil experience it wasI was enthralled and mesmerized with what the director and writers were doing to something that was only supposed to be a Batman movie Ive now seen it at least  times and I still get the same feeling This is big budget blockbuster filmmaking at its absolute best for the ages a top  movie of alltime,Positive
What can I say it was made by Christopher Nolan so it has to be good Amazing action Amazing characters Amazing director And amazing cinematography The Dark Knight has everything And like everyone said Heath Ledger had a performance of a lifetime This movie is just absolutely greatOverall rating ,Positive
Flat out one of the best movies Ive ever watched Had plot action acting and was all put together perfectly Christian Bale was amazing and of course Heath had one of the best acting performances of all time Christopher Nolan is such a gifted director able to make this movie one of the best oat A must watch,Positive
The actors the script the scenery make it one of the best movies I have ever seen The bestplayed character of the joker is amazing Thats how I imagined him In the film he is portrayed as an ultraintelligent person with a psychopathic brain Honestly I was very surprised that someone known for their niche productions would play such a good role as one of the most important characters in the Batman series Unfortunately we will probably never see the joker so well again because Heath Ledger from unknown circumstances died This is sad news However back to the movie The main character Batman played by Christian Bale also shows the character very well Therefore my rating for this movie is ,Positive
Batman takes on the crime lords with the help of Lieutenant Jim Gordon and District Attorney Harvey Dent However an even bigger evil rises to terrorize GothamMaggie Gyllenhaal is an improvement over Katie Holmes as Rachel Dawes Aaron Eckhart adds a good performance as Harvey Dent In the end this is Heath Ledgers movie He overpowers everybody His early death may have immortalized him but my opinion isnt inflated His presence is electric It helps that his character is so ridiculously crazy His motivation has nothing to do with power or money which is so mundane He wants chaos and that is so much more fascinating Heath Ledger makes this movie great And it surpasses the series reboot Batman Begins,Positive
In my opinion this movie a bit overhyped and a bit overrated actually Is this movie better than  Angry Men or Schindlers List or The Return Of The King Absoulutely not Amazing acting and amazing cinematography and a very good screenplay but not good as the movies that I counted This is a Nolan movie this cant be bad for real this is very good actually But Im saying it is just not good as Godfather Part II Its common Comic movies are overrated sometimes but this is overrated more with death of Heath Ledger I think it could be highest rated superhero movie Im truly okey with it Im just saying this should be on Top  not in Top ,Positive
Fantastic that is the only word i can use to describe how well this movie was made This movie has everything from dark humor action to the most dark and horrifying scenes it is an amazing movie and i have to give credit to the amazing actor Heath Ledger he did an amazing job in this movie and absolutely nailed the joker he is definitely the best joker ive ever seen he did it so on point its fantastic Overall i think this movie is definitely Oscar worthy and its without a doubt the best batman movie ever made,Positive
I will say up front that I have never seen a movie based on a comic book that I really liked except the animated ones or the quasianimated like Sin City You would think the graphic novel and film would have a lot in common but in the end theyre trading in different kinds of imagesThis is basically just another Batman movie Same silly premise that a superrich hero battles  over the shrinking remnants of Gotham city  villains with seemingly unlimited resources in personnel and explosivesI will agree that Heath Ledgers performance is amazing Can this be the same guy who played the gay cowboy in that other movie It is a real pity that he died I cant help but thinking that if he were still alive and we were wondering what he would do next with his great talent this movie would not have an average rating of  as of this writingThere are a lot of other fine actors Morgan Freeman and Michael Caine for crying out loud who are basically wasted pretending to take their characters seriouslyI did like the heist sequence at the beginning including the Jokers first few lines and the bit with the bus Really very droll gets your hopes up But from then on its just a lot of people being blown up while the survivors emote angst  dark brooding comicbook angst,Positive
Heath ledger was the main thing here perfect fit for joker absolute crazy yet so tricky  Best acting so far and deserved those oscar ,Positive
There are few movies where you just feel privileged because you get to watch them and are honoured to This is one of them,Positive
Theres a villain full of colour takes to the stage a double crossing trickster seeks to enrage a Mafioso kind of broker its the one and only Joker hands of torment turmoil tortures what hell rage A triumvirate of Gotham forms a cordon The Batman Harvey Dent Lieutenant Gordon but theyre seduced by the performance limited by laws conformance the playmaker relishing all the destruction Its not too long before their weaknesses are found as hostages are taken to compound ultimatums are presented prominent profiles are demented and our hero runs for cover goes underground,Positive
This movie is only great because of Joker and Nolans direction Otherwise its a childish movie to me with lots of weak characters There are many flaws in it as a movie as welllike shawshank and godfather i saw it many times but couldnt appreciate it that muchits the rd best movie of all time I mean really Joker no doubt is absolutely brilliant and fairly deserved an oscar but what about the rest  He alone carries this movie along and others look petty and naive characters before him Symbolically there is a continuous fight between good and evil in this movie but its an old theme now,Positive
Regarded as one of the great pictures ever like ever which is abysmal to me What does this movie offer especially since it is a watered down Michael Mann but instead of deeply interesting characters that showcase their battles outside of their work with isolation purpose and love how their lifestyle and profession is affecting themeselves psychologically you instead get a grizzled Batman and a cartoonish and idiotic Harvey Dent Obviously Ledger is tremendous as Joker but when he is not on screen the movie is almost unwatchable I will not even bring up the dumb things in the movie like how Joker tricked everyone in a hospital into him being a nurse because all he did was change his wardrobe and wore a nurses masks or when a  lb Joker held down  lb Batman who is a martial arts master or how the cop did not know the difference between a bazooka and a rocket launcherThat stuff is only small to the most significant flaw this movie makes me feel nothing,Positive
i loved the previous Batman filmBatman Beginsi thought it was brilliantpossibly the best superhero movie ever madeand with stratospheric hype this newest film hadcombined with the trailers i had seeni knew i had to see itmany people commented that it more than lived up to the hypeso i expected something earth shatteringto say i was disappointed is an understatementthere were moments where i was boredand hoped it would end soonBatmans voice in this movie annoyed meit sounded like he had swallowed a bucket of graveleither thator had a bad case of laryngitismaybe there was a reason behind thisbut all it did was annoy meas for Heath Ledgerand his performance as The Jokeri found it OKbut i wouldnt say it was award worthyi mean no disrespect by thiswhen the movie finally ended and i left the theatreneither the the character of The Jokeror any aspect of the movie stayed with mebottom linei didnt find anything profound in this moviei was massively disappointedit doesnt even touch Batman Beginsin my opinionfor meThe Dark Knight is a ,Positive
When Batman Begins was released in the year  I watched it and wondered seeing the ending scene where the joker was revealed to be the villain in the next installment of the series that well how Christopher Nolan is gonna incorporate the funny playful and completely insane character of the Joker in to his dark and serious version of BatmanSo when I went to watch this movie I was ready to see the Heath Ledgers Joker cracking some jokes blowing up lots of places killing tons of people going way beyond insane and of course laughing a lot But the joker I saw was rather just the opposite He did blow up buildings he did kill people he did go insane and laugh but he did all of this with a motive and a touch of control and calmness to itIts been a while since I have seen a movie where the villain shines more than the hero and in this movie Heath Ledgers Joker completely stole the show Everything he does seems reasonable and the things that he says feels honest and true The movie grips you throughout its min runtime Christopher Nolan nailed it and showed how comic book characters can be taken out of their colorful world put in a dark and serious movie and make it work Other actors also played their part well Christian Bale was good as BatmanBruce Wayne Aaron Eckhart was brilliant as Harvey Dent Gary Oldman Maggie Gyllenhaal Michael Caine and Morgan Freeman played their roles beautifully This movie is one of my favorite movies of all time For those of you who havent watched it yet I recommend you watch it as soon as possible because this kind of gems come rarely,Positive
Its a very soft  but its a  for meDirected by Christopher Nolan and written by Christopher Nolan Jonathan Nolan and David S Goyer  these guys are in their primes here Not that the same isnt true of some of the actors involved in this film Heath Ledger and Aaron EckhartIts hard for me to do a review on this film and certainly the character of the late Heath Ledger is one of the greatest villains in cinema history He is played to perfection Perfect would even be putting it mildly Ledger is so great in this film that all the awards and recognition he has received from around the world are too littleChristian Bale Michael Caine Maggie Gyllenhaal and Gary Oldman are all super but the one who shines brightest out of the entire cast with the exception of Ledger is Aaron Eckhart and his character Harvey DentTwo Face Christopher Nolans hidden ace A perfect addition to the films storyThe action scenes are OK the sound is good the film is generally very good technically and is far from the most successful in the genre but the acting the pacing and the story itself make The Dark Knight  the giant that it isI recommend it along with the other two installments in the series Batman Begins  and the notsogood The Dark Knight Rises Final score ,Positive
Lets begin by stating that this movie should only be watched in IMAX If you are a big Batman fanatic spend a couple extra dollars and youll get your moneys worth This is the best movie of  no other film will come closeChristopher Nolan has made his masterpiece with the help of his brother Jonathan creating the script The perfect balance between superhero action and drama can be found here in The Dark Knight The acting is topnotch Not a single actor in this movie comes up short Christian Bale portrays Batman better than he did in its predecessor Aaron Eckhart impresses with his take of Harvey Dent Maggie does a fantastic job playing the role of Rachel Dawes Heath Ledger is Oscar worthy in his attempt at the infamous Batman rival The Joker Ledgers performance is just absolutely stunning No words can describe how much he attracts the viewer and shines on the big screenThere is no reason why anyone should say this movie was bad Those who gave this movie a poor rating should be ashamed of themselves for their lack of intelligence Yes I said LACK OF INTELLIGENGE Even if your not a Batman fanatic this film has a meaning and purpose It will give you excitement and also something to ponder about for the rest of the day night morning etc No spoilers but its lengthy running time of  minutes beats the hell out of any other superhero comic book adaptation previously made and for years to come Ledgers stunning acting portrayal of the Joker is good enough for you to spend the money Do not wait for it to come out on DVD WATCH IT IN IMAX,Positive
Amazing film Closest thing we will ever get to a perfect superhero movie,Positive
Christopher Nolans The Dark Knight is not just a superhero film it is a gripping crime drama that transcends its genre to deliver a profound narrative that explores themes of morality chaos and the human conditionThe film masterfully balances action with deep character development showcasing Batmans struggle against not only external threats but also his internal demons The performances are nothing short of extraordinary particularly Heath Ledgers iconic portrayal of the Joker which redefines the archetype of the villain Ledgers Joker is chilling and chaotic serving as the perfect foil to Batmans quest for justiceNolans direction is taut crafting a suspenseful atmosphere that keeps viewers on the edge of their seats The screenplay is sharp blending intense action sequences with thoughtprovoking dialogue that raises significant ethical questions about the nature of heroism versus vigilantismThe cinematography and score further elevate the film with the haunting themes underscoring the emotional weight of the story Each frame is meticulously crafted contributing to an immersive experience that draws audiences into Gothams dark underbellyOverall The Dark Knight is a landmark in filmmaking that demands to be experienced It is not only a thrilling ride filled with unforgettable moments but also a poignant exploration of the dichotomy between order and chaos making it a film that resonates long after the credits roll A true triumph in cinematic storytelling,Positive
From the very beginning this movie has your attention grabbed and doesnt let go until the final credits begin to roll One of my favorite films Even if you are not a fan of Batman or superhero movies in general this is a movie unlike any superhero movie With varying levels of depth emotion suspense action and amazing special effects this film stands above the rest within and without of its genre Christopher Nolans cinematic genius takes hold in this second installment of his Batman series Christian Bale performs a compelling and adrenalinepumping Batman fights opposite Heath Ledgers chilling take on The Joker The Dark Knight hails as one of the greatest Batman films to ever grace the silver screen,Positive
To all the moronic parents who brought their children to this film and complain about it not being for kids and that your kids will have nightmares for weeks heres a clue  its PG and if the voluminous that means lots of marketing this means the advertisements you see on TV and in your People Magazine isnt enough to give you an idea that this isnt a family superhero movie with a funny clown then you have nobody to blame than your own dumb selfThe sooner you wake up and pay attention to what youre feeding your children the sooner the rest of the world can move on without hearing you blame others for your own ineffective this means dumb parenting,Positive
"Phenomenal From start to finish this film is a masterpiece It is quite possible the best all round film everAction amazing
Drama incredible
Realism believably brilliant
Fantasy works perfectlyThis is a film that all should see Performance from Christian Bale is spot on yet still over shadowed by the amazing Heath Ledger His joker is undoubtedly the bestThe fact Christians performance is superb and still you remember the joker shows what a practically perfect performance they both gave Ability to share the screen without scene stealing and just enhancing each others performances shows how great they both areAdd in outstanding direction and the cherry is on the top Must watch",Positive
"I was never much for Batman movies but Christian Bale was by far the BEST Batman EVER paired with Heath Ledger and the dynamic was incredible I believe that Heath Ledger was the BEST Joker and his portrayal of the Joker in the movie of the same name was sheer brilliance
The best coupling by far in fact when I used to have my grandson over we watched Batman The dark night repeatedly
Loved this movie",Positive
Perfect greatest movie the plot action storyline everything is best  best,Positive
 years after Gotham City was rocked by Heath Ledgers Joker The Dark Knight is still holding the title as the greatest superhero movie ever madeThis movie will forever be the film every future Batman movie will be measured against The Dark Knight is my idea of the perfect movie completing various character arcs and requiring no build up One did not need to watch Batman Begins to understand The Dark Knight despite these movies being in a series The Avengers films require the previous Marvel MCU films to be seen prior to the superheroes fighting Loki Ultron and ThanosReviews for The Dark Knight continue to be written and lengthy analysis videos posted on YouTube This movie is still the greatest film of all time,Positive
I can watch this movie an infinite number of times It never gets old From the perfect action scenes epic score and iconic performances this movie has it all I think the performances in this movie are so underrated Ledgers performance as joker is one of the best in cinema history Not to mention Bales perfect batman Oldmans Gordon and Caines Alfred I could write pages about the perfection of each scene in this movie Every time I watch it it is like the first time and I can not think of a better compliment,Positive
The true way Batman was meant to be told I think Joaquin Phoenix was a great joker but Heath ledgers performance is unmatched and truly frightening to watch,Positive
This Is probably the second best sequel of all time second only to the return of the king Ive seen this movie twice in cinema this year thats just how good it is I could name very few flaws in this movie This movie has some of the best preformances of all time Heath ledgers preformance is nothing short of phenomenal and arguably the best preformance weve ever been given in a superhero film However I believe Aaron eckhart plays his role as twoface to perfection which is severely overshadowed by Heath ledgers Definitely one of those movies you can watch numerous times Christopher nolan is a brilliant director ,Positive
A new force threatens Gotham City and The Face of The Joker is always smilingIt is almost as is Christopher Nolan cherry picked all of the best elements from The Batman backlog I include the previous movie The Burton years Adam West era etc and forged together something quite incredible making not just The best Batman movie of all time but arguably one of the greatest movies of all timeTwo and a half magical hours this film excels in every conceivable field it is wonderfully dark atmospheric and moody but in equal measures it is exciting action packed and dynamicThe story couldnt be better its so good itll appeal to those that dont even enjoy superhero movies it really is that good Packed with incredible action scenes its visually awesomeChristian Bale is once again fabulous this Batman is a little petulant a little impatient but wonderfully intense What every hero needs though is a villain and what takes this film up another level is Heath Ledger whos remarkable performance is nothing short of astonishingAn incredible supporting cast once again Caine and Freeman once again show why theyre Hollywood royaltySuperior to pretty much everything else,Positive
"Bale gud Heath gud
Affleck bad Pattinson bad
This Best movie ever I rate My favourite hobby watching this movie n playing Arkham gamesDid I mention bale Gud",Positive
Its one od the best movies of decadecenturies and millenium Its dramaActionunexpected thrill that is everywhere and heath ledgers joker is unforgetable I know youre saying that it cannot be the best and all of this stuff but WHY SO SERIOUS,Positive
Christopeher Nolan is a talented director With batman beginshe created such a fantastic atmosphere that he brought batman character back in game With the dark knight he made not only a great second sequel but also one of the best movies of the past  years He mixed action heroism feeling literature colors so well that you feel kind of high when the movie ends There is no doubt about it But i see some people who dont mind to compare this movie with some old masterpieces and say the dark knight is the best movie so farHaha this is completely unacceptableLet me clear this If a movie can bring freshness to creativity If a movie happens to change your insights If a movie starts a new genre gives away new techniques and styles If a movie makes you understand your heart better then I call that movie a masterpiece As far as I see The Dark Knight is far from it But I still feel like I have to congratulate Christopher Nolan for making such a good film Thanks,Positive
I watched the movie  times and in many cases just for the soundtrack,Positive
One of my ten favorite films of  Great cast Oldman deserved an Oscar nomination The Dark Knight is perhaps the most modern comic blockbuster has given us,Positive
The Dark Knight was probably the best action film Ive ever seen Not only is the design tone special FX sound and music all were excellent but the script was dense complex and thorough The performances from the actors were all very good particularly Ledger who took the Joker into a realm of sociopath that weve not seen in a batman character before This may be Ledgers best performance from his all too short careerThe only issue I have is the extreme grossness and goriness of the TwoFace make upspecial FX I think it goes a bit too far to have little bits of flesh dangling from his visible bone structure The only thing I believe that was better from the previous Bat Mans series But the director doesnt use too much face time on that character so the look remains shocking and not overdoneCertainly The Dark Knight will stand out for quite some time as the best comic book movie as it has that as its roots However it may also stand as a masterpiece in its own right,Positive
The highlight of this film is one man and one man onlythe Late Heath Ledgerhis Oscarworthy performance marks the best work in his short lifetimeand not only him but Christopher Nolan should also be commended in the way in which he developed the atmosphere of the film the camerawork was excellent the pace was gripping the plot was thrilling and the acting was splendid Background music also suited the atmosphere to the highest degree All in all a perfect film and magnificent actingthe film should have been named after the jokerBatman himself was not neededsuch a Batman film will never again be produced due to the unfortunate absence of Heath Ledger ratingwell done,Positive
I am not a huge fan of sequels and it is hard to write a review about what I see as one of the most perfect movies I have had the privilege to seeThe Nolan brothers have done a brilliant job with this sequel to the critically acclaimed Batman Begins of Heath Ledger as the Joker virtually steals the movie add him to Christian Bale as Batman Aaron Eckhart as Harvey Dent and Michael Caine as Alfred then add the brilliant Morgan Freeman and the ever reliable Gary Oldman in their respective roles and you have an absolutely brilliant cast to work their magicI am not as eloquent as many of the reviewers on this site who have gushed superlatives about this movie in  words or less but my short review will suffice for me to get across my opinionIf you have not already seen this movie after  years you have really missed out on one of the entertainment experiences of life that you could have very cheaply experienced by now You owe it to yourself to get a copy of this somehow and see itOne of the easiest movies to rate  out of ,Positive
Heath Ledger must have put everything at stack to prepare for this kind of act I love Christian Bale as an actor and Batman as a character but the after watching the movie must say sometimes its villain who steal the show,Positive
Its Batman Drama ApocalypsoIt cant get any betterA must watch movie for all superhero movie fans If spiderman wrecked havoc in the Hollywood industry being a superhero movie here comes a batman to challenge all the spiderman movies together at one goHeath ledger was just outstanding and unparalleledI dont know about posthumous but no one can do joker any betterThe movie with its thrill and action was breathtaking and the dramatization and performances were power packedYou have to be a fierce and a harsh critic to find lapses and faults but i think its going to be hard for anybody to poke negative comments at itBeautifully crafted and wonderful directionThe director should be applaudedWhat else can I sayI give  now to be safe but id love to give it a ,Positive
My go to movie on a Friday night Excellent all around,Positive
I feel regret of seeing this film latelyThis movie is a mixture of incredible performances and absolute photography and incredible directionIf credits are to be given for this movie heath ledger is on first rowHis performance was never before and never aftercoming to batmanbale is as usually outstandingChristopher Nolan handled the story with some emotionssome action in perfect wayHe is absolute genius and a perfect director with wide knowledge on all movie aspectsThis is master piece of Nolans artI am amazed with the jokers performance his body language his confidence and his attitude and the list goes onheath ledger kept his soul on this movie and he provided life to the jokerif u still havent seen this moviethen what the hell are you waiting for,Positive
Easily one of the best comic book films ever made Bale isnt great as BruceBat but his acting is on par However Heaths joker isnt an Oscar legend for no reason One of the best portrayals of a character of l time Up there with James Gandolfini as Tony Soprano,Positive
"The phenomenal The Dark Knight reigns as the greatest superhero film of all time From its exhilarating first frame to its bittersweet last among the great strengths of The Dark Knight is the way it combines hardboiled naturalism with the kind of stunts mysterious and pulsating almost from start to finish and the most thematically sophisticated most philosophically profound most narratively complex unsettling reflection on the increasingly blurry boundaries between good and evil
Nolans constantly keeps us offbalance and fills us with breathless anticipation for the next stunning turnofevents so What you finally receive from The Dark Knight then isnt a message but a sensation which comes from the deliberately twisted form you learn how it feels to be in a vortex that just keeps sucking you down
To talk of Heath Ledgers performance is difficult merely because as gigantic as it is it is only one important feature of an intricately wrought canvas
Its not just the best Batman film ever Its not just the best superhero movie ever Its more than a moneyspinner a franchise a comicbook cashin The Dark Knight is a stunning piece of work that deserves every word of praise spoken about it",Positive
This is the best superhero movie i ever watched the story of the movie is to deep and mang meaning in it,Positive
Heath Ledger and Christian Bale are absolutely phenomenal in this movie,Positive
The Dark Knight isnt just a movie its a cinematic success that transcends the superhero genre leaving a lasting mark on the world of film Nolan masterfully weaves a complex and morally ambiguous take of chaos and order exploring the thin line between heroism and villainy Heath Ledgers portrayal of the Joker is legendary He is a force of nature and added layers of depth to the character Heath Ledger steals every scene with a magnetic presence that is both terrifying and mesmerizing Christopher Nolans vision coupled with Heath Ledgers unforgettable performance makes it an instant modern classic,Positive
The Dark Knight is not just the greatest comic book movie of all time but also director Christopher Nolan best film Nolan gets all time performance from not just his hero but also the villain Christian Bale and Heath Ledger with Ledger stealing the show Bale again brilliantly personifies all the deep traumas and misgivings of Batmans alter ego Bruce Wayne yet Ledger comes away with some how an even better performance A bit of Hamlet is in this Batman The film from start to finish is enthralling fullbodied crime epic of gratifying scope and moral complexity this is seriously brainy pop entertainment that satisfies every expectation raised by its hit predecessor and then some  out of  no notes,Positive
Incredibly beatifulChristian Bale Heath Ledger Gary Oldman Michael Caine Morgan Freeman Aaron Eckhart Maggie Gyllenhaal Eric Roberts and Cillian Murphy Amazing cast Thanks to writers Jonathan Nolan and Cristopher Nolan for screenplay and Cristopher Nolan and David S Goyer for story and Bob Kane for characters Thanks to director Cristopher Nolan,Positive
This movie will forever be my all time favorite Not only was I living in Pittsburgh when it was being filmed but it was also released on my birthday Best movie ever,Positive
This is one of the best movies which I have seen One of the best movie in all terms The best part was the villains role what a world class acting shown by the actor,Positive
