,Reviews,Mood
10,"Jurassic World Dominion is the third and final film in the Jurassic Park/World franchise. And what we get is great visuals, fun action, good performances, and nostalgia from the series. But at the cost of a good story.The good in this movie is of course the visuals. They are outstanding. The dinosaurs look great, and it's a true spectacle. The action too is really good. It may not be the best in the series, but it's fun and exciting. The performances are also pretty good. Isabella Sermon is a lot better here than in the last film. She is actually pretty funny here. The new characters brought in are for the most part pretty good. But the returning cast is great. Jeff Goldblum is very funny here. The overall nostalgia in the movie is quite nice. And finally the pace of the movie moves nicely to be entertaining.But the story here is not very good. This movie isn't bad, but the story could've made it worse. The premise doesn't live up to the promise that the last film set up. The villains here are pretty bad. They're not threatening at all, and pretty forgettable. The movie also has a messy narrative as it jumps from one place to another. Overall this is the most disappointing film in the series.Overall Jurassic World: Dominion suffers from a weak story, forgettable villains, and a messy narrative, but it's saved thanks to great visuals, fun action, good performances, and nice nostalgia from the series. This may be the most disappointing film in the series, but it's far from the worst.",Notr
11,I personally enjoyed the film. Will everyone like it? No.I liked catching up with the old characters and I liked the dinosaur designs. The story was a continuation as expected.I had fun.,Notr
12,"Before I went to this film (because my Grandson is nuts about this series of films) I read one newspaper review. It wasn't glowing, but it was positive. Unfortunately, this is a mess. Others have already talked about the issues I have. Granted, this is an empty headed summer movie, it could still have been done with some serious thought. I was hanging in there throughout with a new dinosaur attack every three minutes, and velociraptors going at fifty miles per hour and not getting tired. Humans being assaulted time after time and yet showing no fatigue. I also didn't see a scratch on any of them. But the best of all was the promise made to a baby dinosaur and his mother that precluded saving the world from famine. Not to mentioned the coincidences of everyone showing up in just the right places. I still don't understand how they got into that facility so easily. The return of the original cast was not helpful other than Jeff Goldblum's sarcasm. Anyway, it's all been said. This is a poor movie.",Notr
13,"Yeah, it's another one of the *World editions of Jurassic Park.It's really cheesy, like all the *World movies, but it's still entertaining. This one has a really weak story, which you figure out almost within minutes of the movie. The dinos are so very much in the background here compared to the other movies.",Notr
14,"I don't know whether this is a fabled memory, but a few years ago I think I read an interview where director Colin Trevorrow said that the story of Dominion was always his ultimate go-to, that Jurassic World and Fallen Kingdom were the stepping stones to there (almost as if it was gathering the right build-up with characters, fan anticipation, budget, and technological advances). For every reason imaginable, I believed him. Where Fallen Kingdom ended, you had endless opportunity to explore the world with dinosaurs running amok and causing mayhem. Final shots of Fallen Kingdom included the T-Rex at a zoo, the Mosasaurus attacking surfers, a velociraptor overlooking a suburban California, and pterodactyls towering above a tourist-populated Las Vegas. It was all there; think The Lost World's San Diego epilogue but on a grander scale with more dinosaurs. Throw in the military, philosophical conversations regarding their eradication versus their survival, advance some more characters, and you have a bona fide fun summer blockbuster.This didn't happen.No matter what my actual opinion is of the film hereon out, I can't help but be letdown with disappointment that Trevorrow either deluded himself into believing this was the kind of conclusion that fans yearned for ala War for the Planet of the Apes (which has a much more compelling protagonist that makes it work despite its story misdirection) or J. A. Bayona pulled a Rian Johnson and put him in a corner with the concluding chapter that he had to rectify and had no actual written plan of his own. And it's not that there isn't a medium where this story doesn't work just fine. I can imagine the main plot elements being adapted from, say, a novelization or a comic series. Hell, there was even that Battle at Big Rock short that was done which could have told these elements on their own, or at the very least introduced them. Instead, they threw in extremely disjointed story bits for this final chapter that seemed to have no source of origin. They felt like they were the contrivance meant to unite our two character groups, and nothing more.Dominion starts off very okay. It shows that it can slow down, have a genuine heartbeat, provide pathos for the existence of our reptilian brethren, trot the globe to see how they have integrated (or not) with our species, and reintroduce characters new and old (with possible internal conflicts) to show how they would pave their globetrotting paths. They even fix some of the poorly written aspects of Fallen Kingdom such as maturing Franklin's character, giving better use to the laser-targeting attack system, and giving Maisie a more believable backstory. All of this is supported with fantastic animatronic work and much improved CGI blending with it. I thought the visuals were mostly a knockout and supported the onscreen setups.Not only that, but Sam Neill, Laura Dern, and Jeff Goldblum kindled a similar flame to their interactions in JP1 and you sat forward to watch those moments. I caught myself smiling quite a few times during those exchanges. Jeff Goldblum was especially used well as he was able to inject entertainment and comedy through his dialogue where the film otherwise was flat with on its attempts. They were not small cameo appearances and served crucial roles to the film. You buy where they are in their lives, and even though TLW and JP3 are retconned the actors clearly tapped into those experiences for their performances to accentuate their statuses.Speaking of buy-in, I would have given this film a long leash on a lot of things they could have done or did with this movie. We hit the point where we can embrace the ridiculous in several places. Want to make Blue become Owen's pet and attack guard? Go right on ahead. Want to modernize the action and give our protagonists more ability and skill that you might see in the Fast & Furious franchise or with our human Marvel heroes? If the dinosaurs get their large share of the action as well, I'm on board (the Malta scene is a perfect example of this). Want to pay homage to the previous films as you conclude your franchise? That is what I expect. I also expect them to diversify this on a tonal level where need be as to not become too stale, and I think I was feeling that here. Hell, there is nearly a half-hour duration where not a single dinosaur is shown or brought up, and if it's in anticipation for what is to come while building character or story then I will let it play out.The problem really arose both when the movie decided to abandon the broad, peregrinating experience and confine its setting. Dominion is the saga's epic conclusion and did not need to put on this hat. This was a major rug pull from what was anticipated, and soured itself spending an excruciatingly long time on something that left little entertainment, tension, or dinosaurs. When they do show up, the moments become a little one-note. Our good guys have plot armor such as raptors that can run at vehicle speeds but can't catch up to running characters, or when they are cornered they just get roared at or ran/flown/swam past until they find their way out of the situation, or when they know they can stand around and trust that a carnivore won't eat them because reasons. Bryce Dallas Howard got the best/most suspenseful dino encounters at this stage of the film and they actually work extremely well, but for a near 150-minute movie these are few and far between, and for this franchise you really have to sit and ask yourself if there is a chance that she won't survive any of these instances.A lot of this could have been made better if our Rexy got some great moments, but even she was backdropped and upstaged too often to matter, or when she does come on screen it seems to be a rehashed occurrence from something of old. She looked and sounded good, though. I want to restate how good the dinosaurs actually looked here, and I want to commend the visual effects departments for what they were able to do in that department. If there was a niggle I'd have here, it would probably be in the weight of the raptor movement which felt too light and jittery. That probably only makes sense in my head, but the rest looked really good. If knowing that I would have to wait 21 years after 2001's Jurassic Park III to finally get the sequel with visuals that really soar, I would gladly take it. I just wish it was with a better film, or at least with a film that I would want to rewatch over and again. Instead, this left an aftertaste that makes me want to instead go and watch Top Gun: Maverick for a fourth time. Outside of demo material, I don't even know if I will be a completionist and get this on UHD a few months down the line. Normally one shouldn't fault a film for letting their own speculation become expectation, but in this particular instance I very much believe that you can. All signs and promotions hinted toward a different kind of movie and story, but despite the good parts it did have, this was too much of a misguided, ineffectual whimper.",Notr
15,"While this movie isn't perfect, it doesn't deserve the hate it receives online. There are some laughable and cringe-y scenes, but overall the movie has some great shots, and was very fun and enjoyable.",Notr
16,"This movie attempts to exploit the nostalgia of the original characters and it fails miserably at every level. The action, the editing, the direction, it's all terrible. The movie has no focus, too many characters that have nothing to do and nothing to do with each other. The only positive thing I can say about this movie is they did use plenty of ""real"" props for some of the dinosaurs, so it's not like the actors are always looking at a green screen. However, everyone just feels kind of disconnected from the movie. Like everyone involved knew the script was trash and the movie would just be a cash grab because they knew idiots like myself would go and see it. Oh well. Just Hollywood doing what they do best.",Notr
17,"I read review after review of bad this is, how there are no dinosaurs, how the plot sucks...so I thought, OK, I wont see it...but my son wanted to go so I took him...Those reviews were SO OFF!! There are as many dinosaurs in this as there were in ANY of the JP/JW films. It's an absolutely blast! It's a really fun, exciting summer movie!! How heartfelt and amazing does the plot have to be???? It's a summer blockbuster and as a fan of the original JP films, I thought it was great!!! Don't blindly trust reviews - see for yourself.",Notr
18,"I'm going to make this short...Jurassic World: Dominion is like cleaning out your refrigerator and dumping a bunch of stuff in the trash. Only in this case, they decided to dump the ""stuff"" on the screen in this film. Jurassic World: Dominion has a lot of story arcs with no real connection or depth. People are popping in, popping back out, then popping in again, boring us with trite laughable dialogue and no real character development; you don't really care about any of these people. Just when you think there might be something to a scene with the familar charcaters, CUT TO another scene with no set-up. This film is like watching a 3:00 AM B-movie that is so bad, it does its job by putting you back to sleep. And let's talk about the dinosaurs, velociraptors and various man-eating prehistoric creatures...nah, it's not worth it because other than the penultimate scene where the biggest and baddest were going at each other, they were simply an after-thought. Go figure.Everyone connected to this film tried to do too much and it didn't work as far as the storytelling is concerned. As I said before, they emptied the refrigerator and threw in everything in this film and it left a bad taste in my mouth because there was just too much ""stuff.""",Notr
19,"Mixed bag of greatness and mediocre. A really enjoyable blockbuster for what it is, has some poor dialogue in some scenes and a little cheesy bits with the boss of Bryson. The cast though is excellent, cinematography is amaze balls, and there's plenty of awesome high budgeted action sequences throughout.I loved a lot of it though I must say it's great fun especially in IMAX! There was even a great Q&A I got to see was silly when someone said finally when that ended I was thinking why pay for the longer version with extras if you don't want to see that aspect some don't make sense. I crave any special feature I'd work on film if I could and I'd say Jurassic World: Dominion is a worth seeing.",Notr
20,"I absolutely hated this film... legacy characters used as bait for box office numbers, a horrible plot that makes the incredibly long runtime absolutely insufferable. The actors aren't at fault, the visuals are good (as you might expect from a movie this expensive), but the script is atrocious, and ""the epic conclusion"" is not very much a conclusion, the main issue is not solved, and everything that was wrong in the previous films is just elevated in this film, absolutely terrible film, don't watch it.",Notr
21,"So it wasn't the best Jurassic movie ( that will always be the original and best) but it was choc full of dinosaurs, some old, some new and the two casts got together .. it was just good fun and I believe they wrapped it up well.",Notr
22,"6th film in the Jurassic series that brings back the main 3 actors of the original Jurassic Park movies to share the screen with the main actors of the Jurassic World Movies to give a grand sent off to the entire series. Unfortunately, both sets of actors are split up in two completely different stories that combine towards the climax and one of the stories ( The one with Neil, Dern and Goldblum) is ten times more interesting than the other one ( The one with Pratt and Howard). In fact, with a heavy rewrite and a better director at the helm, the story involving the original Jurassic Park characters would have a been a very good Jurassic Sequel on its own right. Unfortunately, we don't live in a perfect world, so we are stuck with a another bad Jurassic World sequel that does not know on what it wants to be .The story involving the original Jurassic Park cast is actual a very interesting one that involves corporate espionage and genetic engineering. A story on which if it had a stronger screenplay, a better director and a direct focus on what this series is really about , it would have been a great continuation of Michael Crichton's work and a great bookend to Steven Spielberg's first two Jurassic Park films (The original and it's only true and worthy sequel ""The Lost World""). Unfortunately under Colin Trevorrow and Derek Connolly dimwitted screenplay, the story only scratches the surface of the subject matter and is shoehorned to run parallel with the other story in this movie, which is not very thought out and is really pretty bad . Fortunately for the audience, the characters of Alan Grant , Ellie Sattler and Ian Malcolm are as endearing as ever and the actors are having a fun. Jeff Goldblum can read a phone book and make it interesting, intelligent, funny and entertaining. His character's sarcastic wit is so on point in certain scenes that you end up thinking that Jeff is trying to break the 4th wall to let the audience know on how he really feels about this movie. Sam Neill is great as well, making a welcome return to his character and he actually looks happy to be in this film ( A far cry from the tired performance he gave in the horrible ""Jurassic Park 3"" but who can blame him) and Lara Dern is as intelligent, spunky and sassy as ever. The charisma and chemistry of all three of the returning Jurassic Park actors more than make up for the half baked plot line they are working with.The same can't be said for the returning Jurassic World actors, whose plot line is a direct sequel to the events of the horrible ""Fallen Kingdom"" and it does not help that both Chris Pratt and Bryce Dallas Howard look disinterested in their roles. Pratt, who was a welcome addition in ""Jurassic World"" just looks tired and bored here and Howard, (who in my opinion had a harder character to play and that reason being is the fact that her character changes personalities from one film to the next ) looks ready to move on from this franchise. Their story involving the kidnapping of the clone child of ""Fallen Kingdom"" and Blue's own baby raptor is so bad that it's an anchor over the neck of this movie. Their story ends up as a bad rip off of the Jason Bourne series. You have shady bad guys, bad stereotypes, a unbelievable plane crash and a fight with dinosaurs in a city (Anybody who still crying over the T-Rex in San Diego in ""The Lost World"" should keep their mouths shut after they see this terrible sequence in this film). Not to mention the characters striking super hero poses in certain scenes, which makes this story impossible to take seriously. Fortunately or unfortunately if you think about it, the two parallel stories connect towards the climax and our heroes meet for the first time. Which is also eye opening because you can see how shallow the characters from ""Jurassic World"" are compared to the characters of ""Jurassic Park"". Not to mention the fact that the ""Park"" actors are making an effort to bring something to this mess while the ""World"" actors are just going through the motions.Which is a shame because Neil, Dern and Goldblum remind the audience on why the original Jurassic Park is such a class act and that was because it had great characters and great actors behind them. Unfortunately, not even their Herculean efforts can stop this film for being crushed by the weight of its own stupidity.",Notr
23,"4 yrs have passed since the events of Fallen Kingdom. Dinosaurs now roam the modern world and people have somewhat adjusted to that fact. For the most part, the apex predators have been rounded up and kept contained by special organizations. However, there has been quite the demand in the black market for dinosaurs of all kinds. Illegal breeding sites are everywhere.One of the organizations that prioritized rounding up the apex predator dinosaurs is Biosyn, a global leader in most every industry, from biological science, to engineering, to improving food crops. Biosyn has set up a sanctuary research facility (in the middle nowhere) where they house most every species of dinosaur on earth. There they study dinosaur dna in hopes of finding uses for all kinds of human diseases and deficiencies.Throughout the heartland of the U. S., an anomaly has begun to occur. Something has begun destroying crops everywhere,, with the exception of very specific crops (or shall I say,, specific crop producers). It has the scientific world baffled, and worried that if this continues the entire world's food supply
will disappear within a generation.One scientist in particular concerned with this anomaly is Ellie Settler, who is en route to visit the Biosyn research center and get some answers on what they are doing to combat these problems. Her only problem is needing someone that she trusts to back her up. So who can she call on but her old flame and partner in the game of science Alan Grant!Owen and Claire have retreated to Owen's cabin in hopes of keeping Maisie hidden from the world, knowing that certain people would do anything to get to her, study her, etc. Now 14 yrs old, Maisie is very much at odds with how she came to be in the world, and wonders who her mother (Christine Lockwood) really was. She's also very tired of being kept hidden from the world, and has a habit of wondering away from their homestead.Also,, Blue has set up a nest not too far from the cabin,, and has given birth,,,I don't want to say much more,, I will say
that I think the negative reviews are not completely deserved. Is the movie a groundbreaking, perfect example of a film? Well, no. Neither were the last two! Imo, it's fun, and I didn't see the direction they went in coming (at least not most of it). It's a straight 7 rating imo. I will also say that this needs to be the last (but we know how that goes).",Notr
24,"Easily my least favorite movie in the Jurassic Park saga. Absolutely horrible on ever level and a fundamental misunderstanding at what makes this saga so interesting. Trevorrow had no clue what he was doing with this movie. He was told to make the final film in a six movie saga and said to himself ""Hmm let's not focus on the dinosaurs in this FINAL FILM"". How do you not understand what people want to see these movies for. You need to actually focus on the dinosaurs or you are not gonna keep peoples attention and I feel that is what happened here. Instead the film focuses on giant locusts? Why is this so interesting that you need to sideline the dinosaurs for it. I didn't want to see an espionage story about kidnapping, locusts, and clones. I just want to see what the world would be like if dinosaurs took over which we don't see either. The main issue that happened in the previous film that CHANGED THE STATUS QUO is barely focused on besides a few scenes. It's baffling why they would do this. Not even the original cast can save this. Jeff Goldblum and Sam Neill seem like they are having fun but the dialogue they are given is horrendous. The dialogue in general is bad but they got it the worst. The whole cast generally doesn't seem to be trying besides Neill and Goldblum. Everyone felt very low energy and if they didn't want to be there. The villain gave the worst performance in the film. They just let that guy spitball all these awkward lines and just didn't know when to say cut. The film feels relatively low stakes as well. It doesn't feel like a finale at all but more like a bad epilogue. Fallen Kingdom feels more like a finale than this and that movie is BAD. There isn't any build up to the final dinosaur battle as well. Apparently it was set up in the prologue that they released a year ago but they decided to cut it from the movie. They decide to cut the scene that shows the conflict between different species of dinosaur. Yeah great job guys. It doesn't help that this film is mindlessly boring as well and it doesn't deserve its 2 and a half hour runtime. This is a train wreck of a film that you shouldn't watch even if you like the original film. It's a waste of your money.",Notr
25,"Lets face it, it could be better. Not the best Jurassic movie, but yet I liked it. I'm a big fan of Jurassic park and I was really happy when they announced the Jurassic world. My childhood came to life.For this movie, I knew it wasn't going to surprise me, but I wanted the end, I wanted to say goodbye to my beloved dinos. And even it wasn't the best, I was pretty satisfied. I think we got a lot of closures. Maisie's origin, much more dinos than ever, old actors back together and their own ""moment"" :D and I was really glad for Henry, he always wanted to do something incredible and most of time it didn't work, but this time he gets his redemption. Overall it's not the best but it did make my heart flutter one last time. Still loves the franchise and I hope for those who loved the original trilogy will find the same satisfactory like I did...Life always finds a way.... this time we were given coexisting world, when dinos live with us. I don't know about you guys but I was more than okay with the ending like this. :)",Notr
26,"Was it perfect? No. Was it as good as the Original? No. Was it a fun film that you could just sit back and enjoy? Yes. The tension and thrills as well as a solid conclusion to all the characters, new and the old ones that didnt get a decent ending in the original trilogy made it enjoyable enough. The dialogue was poor at times there is no denying it but overall solid action and conclusive.",Notr
